OF_ID,createTime,updateTime,finishTime,Location_ST,Location_City,Location_State,Location_StateFIPS,Location_Zip,x,y,marketname,Market_Website,Market_Facebook,Market_Twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
4017759,2/25/2016 5:37,2/25/2016 5:44,2/25/2016 5:44,3010 Vane Street,Omaha,Nebraska,31,68111,-95.957313,41.323076,Sun Natural Open Air Market,http://www.sunnatural.org,https://www.facebook.com/hiddenrootsfarm/?ref=hl,https://twitter.com/SunOmaha,04/08/2016 to 09/30/2016,Sun: 12:00 PM - 3:00 PM;,Please review our website for additional days and times.,Baked goods; Bedding plants; Canned or preserved food; Crafts and/or woodworking items; Cut flowers; Dry beans; Herbs; Fresh vegetables; Honey;,,,,,,,,,,,,,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  ,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1
4012777,,9/18/2014 9:10,9/18/2014 9:10,1504 County Road 532. Post Office Box 103,Hondo,Texas,48,78861,-99.146618,29.30819,Sun Seasons,,,,03/01/2015 to 11/15/2015,Mon: 8:00 AM - 7:00 PM;Wed: 8:00 AM - 1:00 PM;Thu: 8:00 AM - 7:00 PM;Fri: 8:00 AM - 1:00 PM;Sat: 8:00 AM - 7:00 PM;,"We are very small and offer limited quantities, as available, and most on a U-pick basis: Asparagus, blackberries, figs, jujubes, oriental persimmons & sour oranges. Always call ahead to see what is available.",Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,0,0
4012501,,8/8/2014 16:29,,4575 Goodman Rd,Adams,Tennessee,47,37010,-87.090102,36.534194,Sunbright Farm,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4000185,,7/26/2014 22:52,7/26/2014 22:52,5285 E. State Rd. 45,Bloomington,Indiana,18,47408,-86.468346,39.198114,Sunny Branch Farm,http://www.sunnybranchfarm.com,https://www.facebook.com/SunnyBranchFarm,https://www.twitter.com/sunnybranchfarm,01/01/2014 to 12/31/2014,Mon: 4:00 PM - 6:00 PM;Tue: 4:00 PM - 6:00 PM;Wed: 4:00 PM - 6:00 PM;Thu: 4:00 PM - 6:00 PM;Sun: 11:00 AM - 2:00 PM;,"Hours can vary, please visit our website for more information.  Available by appointment.",Bedding plants; Canned or preserved food; Coffee and/or tea; Cut flowers; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Nursery stock; Soap;,,,,,,,,,,,,,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4000183,,7/27/2014 8:06,7/27/2014 8:06,701 Singleton Lane,Sumter,South Carolina,45,29154,-80.3618041,33.896257,Sunny Cedars Farm,www.sunnycedars.com,https://www.facebook.com/sunnycedars,,01/01/2014 to 12/31/2014,,,Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4012716,,7/28/2014 16:29,7/28/2014 16:29,6688 West State Highway 10,Booneville,Arkansas,5,72927,-94.025639,35.172509,Sunnyland Berry Farm,,https://www.facebook.com/sunnylandberryfarm?ref_type=bookmark,,6/1/2015,Mon: 8:00 AM - 9:00 PM;Tue: 8:00 AM - 9:00 PM;Wed: 8:00 AM - 9:00 PM;Thu: 8:00 AM - 9:00 PM;Fri: 8:00 AM - 9:00 PM;Sat: 8:00 AM - 9:00 PM;,CLOSED ON SUNDAY BECAUSE THAT'S THE LORD'S DAY!!!,Fresh fruits; Fresh vegetables;,7/18/2015,Mon: 8:00 AM - 9:00 PM;Tue: 8:00 AM - 9:00 PM;Wed: 8:00 AM - 9:00 PM;Thu: 8:00 AM - 9:00 PM;Fri: 8:00 AM - 9:00 PM;Sat: 8:00 AM - 9:00 PM;,,Fresh fruits; Fresh vegetables;,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,0,0
4014020,,7/27/2014 6:59,7/27/2014 6:59,5521 Rl Lewis Lane,Bolivia,North Carolina,37,28422,-78.087888,34.070292,Sunrise Farms,,,,01/01/2014 to 12/31/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,,Eggs;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4017552,11/8/2014 12:46,3/19/2015 14:26,3/19/2015 14:26,2820 Yale Bridge Road,South Beloit,Illinois,17,61080,-89.095039,42.476392,"Sunrise Market Farm, Inc.",http://sunrisemarketfarm.com/index.html,https://www.facebook.com/pages/Sunrise-Market-Farm/240248702703552,,07/06/2015 to 08/15/2015,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 12:00 PM - 4:00 PM;,Please check the Facebook page or website to see changes in hours.  Or call us for availability.,"Blueberries, Raspberries;",09/05/2015 to 10/17/2015,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 12:00 PM - 4:00 PM;,Please check the Facebook page or website for changes in hours.  Or call for availability information.,"Fall raspberries, pumpkins, squashes and gourds. May have broom corn as well.;",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other: We are usually available to provide an individual tour of our farm ;,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4004293,,9/30/2014 15:56,9/30/2014 15:44,38286 Kost Trail,Sunrise,Minnesota,27,55056,-92.868231,45.502828,Sunrise Sheep & Wool,www.sunrisesheep.com,https://www.facebook.com/sunrisesheep,,,,Farm visits by appointment only.  651-674-5920,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4022249,12/19/2016 9:39,12/19/2016 10:39,12/19/2016 10:39,12871 467th Ave,Browns  Valley,South Dakota,46,56219,-96.861851,45.518557,"Sunset Gardens, LLC",,,,01/01/2016 to 12/31/2016,,Sunset Gardens Practices Organic Methods. Call 605-742-4174 for appointment.,"Baked goods; Canned or preserved food; Cut flowers; Herbs; Fresh fruits; Fresh vegetables; Soap; Wild harvested forest products; Homemade Seasonings, Convenience mixes;",,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1
4017427,9/10/2014 17:44,9/10/2014 19:30,9/10/2014 19:30,31567 Hwy 99W,Corvallis,Oregon,41,97333,-123.2713149,44.4932698,Sunset Valley Organics,www.SunsetValleyOrganics.com,https://www.facebook.com/SunsetValleyOrganics,,01/01/2014 to 12/31/2014,Mon: 10:00 AM - 4:00 PM;Tue: 10:00 AM - 4:00 PM;Wed: 10:00 AM - 4:00 PM;Thu: 10:00 AM - 4:00 PM;Fri: 10:00 AM - 4:00 PM;,"Office Hours: Frozen, Dried, and Freeze-dried Powders only. (No Fresh Berries)",Canned or preserved food;,06/15/2015 to 08/05/2015,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,Fresh Market Farm Stand Located right off Hwy 99 on Farm.,Canned or preserved food; Fresh fruits;,07/15/2015 to 08/05/2015,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,U-pick berries,Canned or preserved food; Fresh fruits;,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4004485,,7/26/2014 17:53,7/26/2014 17:53,696 Glicks Rd,Renick,West Virginia,54,24966,-80.437171,38.06652,Sunshine Farm & Gardens,www.sunfarm.com,https://www.facebook.com/Glickster,https://www.twitter.com/sunfarmtweets,,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 8:00 AM - 8:00 PM;,,Bedding plants; Cut flowers; Nursery stock; Wild harvested forest products;,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4022380,1/28/2019 17:43,1/28/2019 17:49,1/28/2019 17:49,,Lake Wales,Florida,12,33898,-81.596409,27.924955,Sustainable Seasons Farm,www.sustainableseasons.com,,,01/01/2019 to 12/31/2019,,By appointment;online veggie ordering and delivery available,Fresh vegetables; veggie starter plants;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  ",1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4003099,,7/28/2014 16:36,7/28/2014 16:36,1633 Hagadorn Rd,Mason,Michigan,26,48854,-84.458512,42.6305369,Swallowtail Farm,http://www.swallowtailfarm.net/,https://www.facebook.com/pages/Swallowtail-Farm/299185864935?ref_type=bookmark,,06/23/2014 to 10/24/2014,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 8:00 AM - 8:00 PM;,Please call or e-mail in advance of coming to verify we have what you are looking for.,Canned or preserved food; Cut flowers; Eggs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas without tables; ,0,0,1,0,0,1,1,0,0
4012702,,7/31/2014 9:13,7/31/2014 9:13,232 North High Street in Arendtsville,Biglerville,Pennsylvania,42,17307,-77.302631,39.92669,Swartz's Pumpkin Patch,www.swartzspumpkinpatch.com,https://www.facebook.com/pages/Swartzs-Pumpkin-Patch-in-Arendtsville-PA/278268028879283,,05/01/2014 to 06/01/2014,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 12:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 4:00 PM;,During strawberry harvest.,Fresh fruits;,06/27/2014 to 07/10/2014,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 12:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 4:00 PM;,Black Raspberry season,Fresh fruits;,07/21/2014 to 08/25/2014,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 12:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 4:00 PM;,open for phone orders only to place produce orders,Fresh vegetables;,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0
4022305,8/15/2017 10:38,8/15/2017 10:48,8/15/2017 10:48,478 Blasingame Road,Fort Valley,Georgia,13,31030,-83.8791882,32.6472124,Sweet Morning Acres,,facebook.com/sweetest.life.ever,,01/01/2017 to 12/31/2017,Mon: 1:00 PM - 6:00 PM;Tue: 8:00 AM - 6:00 PM;Wed: 1:00 AM - 6:00 PM;Thu: 8:00 AM - 6:00 PM;Fri: 8:00 AM - 6:00 PM;Sat: 8:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,"If possible, it's good to call before coming to be sure we're not out buying chicken feed!  :)",Eggs;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,0,0,0
4017296,8/25/2014 19:11,8/25/2014 19:33,8/25/2014 19:33,90 Lambertville-Hopewell Rd.,Hopewell,New Jersey,34,8525,-74.788613,40.388164,Sweet Sourland Farms,90 Lambertville-Hopewell Rd.,,90 Lambertville-Hopewell Rd.,01/01/2014 to 12/31/2014,,"We are at the farm and open daily, year round between 9 and 5.  Please call the farm to be certain we are at the house.",Honey; Maple products; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017363,8/31/2014 8:15,8/31/2014 8:27,8/31/2014 8:27,N4249 HWY 51,Poynette,Wisconsin,55,53955,-89.402007,43.426767,Sweet Wisconsin Honey Farm,,,,01/01/2014 to 12/31/2014,,We sell honey from our home without set hours. Please call so you don't miss us.,Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4003097,,7/30/2014 9:29,7/30/2014 9:29,26205 Fairlawn Ave,Webster,Minnesota,27,55088,-93.460514,44.569636,Sweetland Orchard,http://sweetlandorchard.com,https://www.facebook.com/sweetlandorchard,https://twitter.com/sweetlandorchrd,09/06/2014 to 10/26/2014,Sat: 10:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,,Baked goods; Canned or preserved food; Coffee and/or tea; Fresh fruits; Juices; Maple products; Wine;,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tours of manufacturing facilities; ,0,0,0,0,0,1,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4017785,5/25/2016 12:39,5/25/2016 13:04,5/25/2016 13:04,Carretera 779 KM 8.9,Barranquitas ,Puerto Rico,72,794,-66.26969,18.243352,SweetWater Vertical Farm,,SweetWater Vertical Farm,,,Mon: 9:00 AM - 3:00 PM;Tue: 9:00 AM - 3:00 PM;Wed: 9:00 AM - 3:00 PM;Thu: 9:00 AM - 3:00 PM;Fri: 9:00 AM - 3:00 PM;Sat: 8:00 AM - 3:00 PM;,,Herbs; Fresh fruits; Fresh vegetables; Honey; Juices;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Educational tours/ classes; Farm meals (lunches, dinners, etc.); Pick Your Own/U-Pick operation; ",0,1,1,0,1,0,0,0,0,0,0,Flush toilets; ,0,1,0,0,0,1,1,1,1
4022313,9/6/2017 11:52,9/6/2017 12:02,9/6/2017 12:02,4867 Swoish Road,North Branch,Michigan,26,48461,-83.1602176,43.1868314,Swoish Farms,,https://www.facebook.com/swoishfarms/,,01/01/2017 to 12/31/2017,,By appointment;,"Poultry products; Non-poultry meat; Freezer Beef by the Bundle, Wholes, Halves, and Quarters;",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4017147,8/5/2014 8:07,8/5/2014 8:11,,10392 Highway 45 Alt North,West Point ,Mississippi,28,39773,-88.6620892,33.5903942,Swords Pecans LLC,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4017255,8/23/2014 14:58,8/23/2014 15:02,8/23/2014 15:02,21733 Iliff Rd,Parker ,Kansas,20,66072,-94.917233,38.341665,Synergistic Acres Pasture Raised Meats,www.synergisticares.com,www.facebook.com/synergisticacres,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 5:00 PM;Sun: 8:00 AM - 5:00 PM;,Please call ahead for appointment.,Eggs; Poultry products; Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Hay rides; ,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,1,1,0
4000164,,7/26/2014 19:53,7/26/2014 19:53,8139 Broadneck Road,Chestertown,Maryland,24,21620,-76.125663,39.200861,"Tag Along Alpacas, LLC",www.tagalongalpacas.com,https://www.facebook.com/tag.alpacas,,01/01/2014 to 12/31/2014,,"Whether you are interested in purchasing alpacas, want to buy products made from alpaca fiber, are looking to start your own alpaca business, or just want to meet our wonderful alpacas, we welcome visitors by appointment.",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other: Visitors are welcome to spend time with the alpacas - by appointment only.;,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017612,2/19/2015 21:45,2/19/2015 21:57,2/19/2015 21:57,4952 HWY 29,Petal,Mississippi,28,39465,-89.111163,31.363646,"Tallahala Creek Farms, LLC",,https://www.facebook.com/TallahalaCreekFarm,,06/01/2015 to 10/15/2015,,We will be open 3 days a week once produce is ripe.,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,0,1,0
4013280,,3/23/2015 14:50,3/23/2015 14:50,37131 Essex Road,Wilmington,Illinois,17,60481,-88.199733,41.207105,Tammen Treeberry Farm,www.tammentreeberryfarm.net,www.facebook.com/tammentreeberryfarm,,07/13/2015 to 08/01/2015,Mon: 8:00 AM - 4:30 PM;Tue: 8:00 AM - 4:30 PM;Wed: 8:00 AM - 4:30 PM;Thu: 8:00 AM - 4:30 PM;Fri: 8:00 AM - 4:30 PM;Sat: 8:00 AM - 4:30 PM;,,Canned or preserved food; Honey; Maple products; Pick-your-own blueberries;,11/27/2015 to 12/19/2015,Mon: 8:00 AM - 4:30 PM;Tue: 8:00 AM - 4:30 PM;Wed: 8:00 AM - 4:30 PM;Thu: 8:00 AM - 4:30 PM;Fri: 8:00 AM - 4:30 PM;Sat: 8:00 AM - 4:30 PM;Sun: 8:00 AM - 4:30 PM;,,choose and cut your own Christmas tree;,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4017288,8/25/2014 16:25,8/25/2014 16:33,8/25/2014 16:33,39227 fisk lake road,paw apw,Michigan,26,49079,-86.018937,42.2512872,tanstaafl farmstead,,,,01/01/2014 to 12/31/2014,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4022286,5/11/2017 14:35,5/11/2017 14:52,5/11/2017 14:52,State Route 19 ,Good Hope,West Virginia,54,26385,-80.439108,39.175611,TarryLeas Farms,,https://www.facebook.com/WVGrassfedMeats/,,01/01/2017 to 12/31/2017,,By appointment;,Baked goods; Bedding plants; Crafts and/or woodworking items; Cut flowers; Herbs; Fresh fruits; Fresh vegetables; Non-poultry meat; Soap; Ramps and Ramp Seasoning Mixes;,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4017177,8/11/2014 21:38,8/11/2014 22:07,8/11/2014 22:07,1003 private rd 3081,Lexington ,Texas,48,78947,-97.158258,30.384445,Taylor Farm,Taylor farm.org,Www.facebook.com/taylorstxfarm,,,Mon: 4:00 PM - 7:00 PM;Tue: 9:00 AM - 7:00 PM;Wed: 9:00 AM - 11:00 AM;Fri: 9:00 AM - 11:00 AM;Sat: 9:00 AM - 11:00 AM;,Other hours by appointment - please call first,Eggs; Pet food; Poultry products; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0, Other: Farm tours by appointment ;,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4014454,,8/1/2014 7:22,8/1/2014 7:22,12801 Taylor Orchard Road,Gentry,Arkansas,5,72734,-94.512708,36.24617,Taylors Orchard,,,,06/10/2015 to 08/31/2015,Mon: 8:00 AM - 6:00 PM;Tue: 8:00 AM - 6:00 PM;Wed: 8:00 AM - 6:00 PM;Thu: 8:00 AM - 6:00 PM;Fri: 8:00 AM - 6:00 PM;Sat: 8:00 AM - 6:00 PM;,2014 will be 8 am to 2 pm and only selling blackberries through August. Peaches and nectarines buds killed by late spring frost.,Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas without tables; ,1,1,1,0,0,1,1,0,0
4003602,,7/27/2014 8:29,7/27/2014 8:29,11205 west Shelby Rd,Medina,New York,36,14103,-78.397814,43.165242,Teasel Meadow Farms,www.teaselmeadowfarms.com,https://www.facebook.com/pages/Teasel-Meadow-Farms/246518425811,,01/01/2014 to 12/31/2014,,,Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0
4000153,,3/25/2015 18:31,3/25/2015 18:31,880 Climbing Tree Lane,Templeton,California,6,93465,-120.641074,35.574492,Templeton Valley Farms,http://www.templetonvalleyfarms.com/,https://www.facebook.com/TempletonValleyFarms,,01/01/2015 to 12/01/2015,Mon: 8:00 AM - 1:00 PM;Tue: 8:00 AM - 1:00 PM;Thu: 8:00 AM - 1:00 PM;Fri: 3:00 PM - 6:00 PM;Sat: 9:00 AM - 3:00 PM;Sun: 10:00 AM - 2:00 PM;,"Farm fresh seasonally harvested vegetables, fruits, berries and honey.",Cut flowers; Fresh fruits; Fresh vegetables; Honey; Blackberries and Raspberries;,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Picnic areas without tables; ,0,0,1,0,0,1,1,1,0
4017587,1/8/2015 23:39,1/8/2015 23:49,1/8/2015 23:49,5570 SW 3rd Street,Corvallis,Oregon,41,97333,-123.27077,44.502179,Territorial Road Orchard,,https://www.facebook.com/Territorial.Road.Orchard,,08/09/2015 to 10/11/2015,Sun: 12:00 PM - 5:00 PM;,Other times by appointment,Herbs; Fresh fruits; Fresh vegetables;,06/21/2015 to 07/05/2015,Sun: 12:00 PM - 5:00 PM;,,Cut flowers; Herbs; Fresh fruits; Fresh vegetables;,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Picnic areas without tables; ,0,0,1,0,0,1,1,0,0
